0_x,0_vx,1_x,1_vx,2_x,2_vx
1.0,5.0,5.0,-2.0,3.0,1.0
1.05,5.0,4.98,-2.0,3.01,1.0
1.1,5.0,4.99,1.0,2.9899999999999998,-2.0
1.1500000000000001,5.0,4.970000000000001,1.0,2.9999999999999996,-2.0
1.2000000000000002,5.0,4.98,-2.0,2.9799999999999995,1.0
1.2500000000000002,5.0,4.960000000000001,-2.0,2.9899999999999993,1.0
1.3000000000000003,5.0,4.970000000000001,1.0,2.9699999999999993,-2.0
1.3500000000000003,5.0,4.950000000000001,1.0,2.979999999999999,-2.0
1.4000000000000004,5.0,4.960000000000001,-2.0,2.959999999999999,1.0
1.4500000000000004,5.0,4.940000000000001,-2.0,2.969999999999999,1.0
1.5000000000000004,5.0,4.950000000000001,1.0,2.949999999999999,-2.0
1.5500000000000005,5.0,4.9300000000000015,1.0,2.9599999999999986,-2.0
1.6000000000000005,5.0,4.940000000000001,-2.0,2.9399999999999986,1.0
1.6500000000000006,5.0,4.920000000000002,-2.0,2.9499999999999984,1.0
1.7000000000000006,5.0,4.9300000000000015,1.0,2.9299999999999984,-2.0
1.7500000000000007,5.0,4.910000000000002,1.0,2.939999999999998,-2.0
1.8000000000000007,5.0,4.920000000000002,-2.0,2.919999999999998,1.0
1.8500000000000008,5.0,4.900000000000002,-2.0,2.929999999999998,1.0
1.9000000000000008,5.0,4.910000000000002,1.0,2.909999999999998,-2.0
1.9500000000000008,5.0,4.890000000000002,1.0,2.9199999999999977,-2.0
1.9600000000000009,1.0,4.940000000000002,-2.0,2.8999999999999977,1.0
1.9400000000000008,1.0,4.950000000000002,-2.0,2.9499999999999975,1.0
1.9200000000000008,-2.0,5.000000000000002,1.0,2.9599999999999973,-2.0
1.9000000000000008,-2.0,5.010000000000002,1.0,3.009999999999997,-2.0
1.8800000000000008,-2.0,5.060000000000001,-2.0,3.019999999999997,1.0
1.8600000000000008,-2.0,5.070000000000001,-2.0,3.0699999999999967,1.0
1.8400000000000007,-2.0,5.120000000000001,1.0,3.0799999999999965,-2.0
1.8200000000000007,-2.0,5.130000000000001,1.0,3.1299999999999963,-2.0
1.8000000000000007,-2.0,5.180000000000001,-2.0,3.139999999999996,1.0
1.7800000000000007,-2.0,5.19,-2.0,3.189999999999996,1.0
1.7600000000000007,-2.0,5.24,1.0,3.1999999999999957,-2.0
1.7400000000000007,-2.0,5.25,1.0,3.2499999999999956,-2.0
1.7200000000000006,-2.0,5.3,-2.0,3.2599999999999953,1.0
1.7000000000000006,-2.0,5.31,-2.0,3.309999999999995,1.0
1.6800000000000006,-2.0,5.359999999999999,1.0,3.319999999999995,-2.0
1.6600000000000006,-2.0,5.369999999999999,1.0,3.3699999999999948,-2.0
1.6400000000000006,-2.0,5.419999999999999,-2.0,3.3799999999999946,1.0
1.6200000000000006,-2.0,5.429999999999999,-2.0,3.4299999999999944,1.0
1.6000000000000005,-2.0,5.479999999999999,5.0,3.439999999999994,5.0
1.5800000000000005,-2.0,5.489999999999998,5.0,3.489999999999994,-2.0
1.5600000000000005,-2.0,5.539999999999998,1.0,3.499999999999994,-2.0
1.5400000000000005,-2.0,5.549999999999998,1.0,3.5499999999999936,1.0
1.5200000000000005,-2.0,5.599999999999998,5.0,3.5599999999999934,5.0
1.5000000000000004,-2.0,5.609999999999998,5.0,3.609999999999993,5.0
1.4800000000000004,-2.0,5.6599999999999975,1.0,3.619999999999993,1.0
1.4600000000000004,-2.0,5.669999999999997,1.0,3.669999999999993,1.0
1.4400000000000004,-2.0,5.719999999999997,5.0,3.6799999999999926,5.0
1.4200000000000004,-2.0,5.729999999999997,5.0,3.7299999999999924,5.0
1.4000000000000004,-2.0,5.779999999999997,1.0,3.739999999999992,1.0
1.3800000000000003,-2.0,5.7899999999999965,1.0,3.789999999999992,1.0
1.3600000000000003,-2.0,5.839999999999996,5.0,3.799999999999992,5.0
1.3400000000000003,-2.0,5.849999999999996,5.0,3.8499999999999917,5.0
1.3200000000000003,-2.0,5.899999999999996,1.0,3.8599999999999914,1.0
1.3000000000000003,-2.0,5.909999999999996,1.0,3.9099999999999913,1.0
1.2800000000000002,-2.0,5.9599999999999955,5.0,3.919999999999991,5.0
1.2600000000000002,-2.0,5.969999999999995,5.0,3.969999999999991,5.0
1.2400000000000002,-2.0,6.019999999999995,1.0,3.9799999999999907,1.0
1.2200000000000002,-2.0,6.029999999999995,1.0,4.0299999999999905,1.0
1.2000000000000002,-2.0,6.079999999999995,5.0,4.03999999999999,5.0
1.1800000000000002,-2.0,6.0899999999999945,5.0,4.08999999999999,5.0
1.1600000000000001,-2.0,6.139999999999994,1.0,4.09999999999999,1.0
1.1400000000000001,-2.0,6.149999999999994,1.0,4.14999999999999,1.0
1.12,-2.0,6.199999999999994,5.0,4.1599999999999895,5.0
1.1,-2.0,6.209999999999994,5.0,4.209999999999989,5.0
1.08,-2.0,6.259999999999994,1.0,4.219999999999989,1.0
1.06,-2.0,6.269999999999993,1.0,4.269999999999989,1.0
1.04,-2.0,6.319999999999993,5.0,4.279999999999989,5.0
1.02,-2.0,6.329999999999993,5.0,4.3299999999999885,5.0
1.0,-2.0,6.379999999999993,1.0,4.339999999999988,1.0
0.98,-2.0,6.389999999999993,1.0,4.389999999999988,1.0
0.96,-2.0,6.439999999999992,5.0,4.399999999999988,5.0
0.94,-2.0,6.449999999999992,5.0,4.449999999999988,5.0
0.9199999999999999,-2.0,6.499999999999992,1.0,4.4599999999999875,1.0
0.8999999999999999,-2.0,6.509999999999992,1.0,4.509999999999987,1.0
0.8799999999999999,-2.0,6.559999999999992,5.0,4.519999999999987,5.0
0.8599999999999999,-2.0,6.569999999999991,5.0,4.569999999999987,5.0
0.8399999999999999,-2.0,6.619999999999991,1.0,4.579999999999987,1.0
0.8199999999999998,-2.0,6.629999999999991,1.0,4.629999999999987,1.0
0.7999999999999998,-2.0,6.679999999999991,5.0,4.639999999999986,5.0
0.7799999999999998,-2.0,6.689999999999991,5.0,4.689999999999986,5.0
0.7599999999999998,-2.0,6.73999999999999,1.0,4.699999999999986,1.0
0.7399999999999998,-2.0,6.74999999999999,1.0,4.749999999999986,1.0
0.7199999999999998,-2.0,6.79999999999999,5.0,4.759999999999986,5.0
0.6999999999999997,-2.0,6.80999999999999,5.0,4.809999999999985,5.0
0.6799999999999997,-2.0,6.85999999999999,1.0,4.819999999999985,1.0
0.6599999999999997,-2.0,6.8699999999999894,1.0,4.869999999999985,1.0
0.6399999999999997,-2.0,6.919999999999989,5.0,4.879999999999985,5.0
0.6199999999999997,-2.0,6.929999999999989,5.0,4.929999999999985,5.0
0.5999999999999996,-2.0,6.979999999999989,1.0,4.939999999999984,1.0
0.5799999999999996,-2.0,6.989999999999989,1.0,4.989999999999984,1.0
0.5599999999999996,-2.0,7.0399999999999885,5.0,4.999999999999984,5.0
0.5399999999999996,-2.0,7.049999999999988,5.0,5.049999999999984,5.0
0.5199999999999996,-2.0,7.099999999999988,1.0,5.059999999999984,1.0
0.49999999999999956,-2.0,7.109999999999988,1.0,5.1099999999999834,1.0
0.47999999999999954,-2.0,7.159999999999988,5.0,5.119999999999983,5.0
0.4599999999999995,-2.0,7.1699999999999875,5.0,5.169999999999983,5.0
0.4399999999999995,-2.0,7.219999999999987,1.0,5.179999999999983,1.0
0.4199999999999995,-2.0,7.229999999999987,1.0,5.229999999999983,1.0
0.39999999999999947,-2.0,7.279999999999987,5.0,5.2399999999999824,5.0
0.37999999999999945,-2.0,7.289999999999987,5.0,5.289999999999982,5.0
0.35999999999999943,-2.0,7.3399999999999865,1.0,5.299999999999982,1.0
0.3399999999999994,-2.0,7.349999999999986,1.0,5.349999999999982,1.0
0.3199999999999994,-2.0,7.399999999999986,5.0,5.359999999999982,5.0
0.2999999999999994,-2.0,7.409999999999986,5.0,5.4099999999999815,5.0
0.27999999999999936,-2.0,7.459999999999986,1.0,5.419999999999981,1.0
0.25999999999999934,-2.0,7.4699999999999855,1.0,5.469999999999981,1.0
0.23999999999999935,-2.0,7.519999999999985,5.0,5.479999999999981,5.0
0.21999999999999936,-2.0,7.529999999999985,5.0,5.529999999999981,5.0
0.19999999999999937,-2.0,7.579999999999985,1.0,5.5399999999999805,1.0
0.17999999999999938,-2.0,7.589999999999985,1.0,5.58999999999998,1.0
0.1599999999999994,-2.0,7.639999999999985,5.0,5.59999999999998,5.0
0.1399999999999994,-2.0,7.649999999999984,5.0,5.64999999999998,5.0
0.1199999999999994,-2.0,7.699999999999984,1.0,5.65999999999998,1.0
0.0999999999999994,-2.0,7.709999999999984,1.0,5.7099999999999795,1.0
0.07999999999999939,-2.0,7.759999999999984,5.0,5.719999999999979,5.0
0.05999999999999939,-2.0,7.769999999999984,5.0,5.769999999999979,5.0
0.03999999999999938,-2.0,7.819999999999983,1.0,5.779999999999979,1.0
0.019999999999999383,-2.0,7.829999999999983,1.0,5.829999999999979,1.0
-6.175615574477433e-16,-2.0,7.879999999999983,5.0,5.8399999999999785,5.0
0.0,-2.0,7.889999999999983,5.0,5.889999999999978,5.0
0.02,-2.0,7.939999999999983,1.0,5.899999999999978,1.0
0.04,0.0,7.949999999999982,1.0,5.949999999999978,1.0
0.06,2.0,7.999999999999982,5.0,5.959999999999978,5.0
0.08,2.0,8.009999999999982,5.0,6.009999999999978,5.0
0.1,2.0,8.059999999999983,1.0,6.019999999999977,1.0
0.12000000000000001,2.0,8.069999999999983,1.0,6.069999999999977,1.0
0.14,2.0,8.119999999999983,5.0,6.079999999999977,5.0
0.16,2.0,8.129999999999983,5.0,6.129999999999977,5.0
0.18,2.0,8.179999999999984,1.0,6.139999999999977,1.0
0.19999999999999998,2.0,8.189999999999984,1.0,6.189999999999976,1.0
0.21999999999999997,2.0,8.239999999999984,5.0,6.199999999999976,5.0
0.23999999999999996,2.0,8.249999999999984,5.0,6.249999999999976,5.0
0.25999999999999995,2.0,8.299999999999985,1.0,6.259999999999976,1.0
0.27999999999999997,2.0,8.309999999999985,1.0,6.309999999999976,1.0
0.3,2.0,8.359999999999985,5.0,6.319999999999975,5.0
0.32,2.0,8.369999999999985,5.0,6.369999999999975,5.0
0.34,2.0,8.419999999999986,1.0,6.379999999999975,1.0
0.36000000000000004,2.0,8.429999999999986,1.0,6.429999999999975,1.0
0.38000000000000006,2.0,8.479999999999986,5.0,6.439999999999975,5.0
0.4000000000000001,2.0,8.489999999999986,5.0,6.4899999999999745,5.0
0.4200000000000001,2.0,8.539999999999987,1.0,6.499999999999974,1.0
0.4400000000000001,2.0,8.549999999999986,1.0,6.549999999999974,1.0
0.46000000000000013,2.0,8.599999999999987,5.0,6.559999999999974,5.0
0.48000000000000015,2.0,8.609999999999987,5.0,6.609999999999974,5.0
0.5000000000000001,2.0,8.659999999999988,1.0,6.6199999999999735,1.0
0.5200000000000001,2.0,8.669999999999987,1.0,6.669999999999973,1.0
0.5400000000000001,2.0,8.719999999999988,5.0,6.679999999999973,5.0
0.5600000000000002,2.0,8.729999999999988,5.0,6.729999999999973,5.0
0.5800000000000002,2.0,8.779999999999989,1.0,6.739999999999973,1.0
0.6000000000000002,2.0,8.789999999999988,1.0,6.7899999999999725,1.0
0.6200000000000002,2.0,8.83999999999999,5.0,6.799999999999972,5.0
0.6400000000000002,2.0,8.849999999999989,5.0,6.849999999999972,5.0
0.6600000000000003,2.0,8.89999999999999,1.0,6.859999999999972,1.0
0.6800000000000003,2.0,8.90999999999999,1.0,6.909999999999972,1.0
0.7000000000000003,2.0,8.95999999999999,5.0,6.9199999999999715,5.0
0.7200000000000003,2.0,8.96999999999999,5.0,6.969999999999971,5.0
0.7400000000000003,2.0,9.01999999999999,1.0,6.979999999999971,1.0
0.7600000000000003,2.0,9.0,1.0,6.929999999999971,1.0
0.7800000000000004,2.0,9.01,5.0,6.9199999999999715,5.0
0.8000000000000004,2.0,9.0,5.0,6.869999999999972,5.0
0.8200000000000004,2.0,8.95,1.0,6.859999999999972,1.0
0.8400000000000004,2.0,8.94,1.0,6.809999999999972,1.0
0.8600000000000004,2.0,8.889999999999999,5.0,6.799999999999972,5.0
0.8800000000000004,2.0,8.879999999999999,5.0,6.7499999999999725,5.0
0.9000000000000005,2.0,8.829999999999998,1.0,6.739999999999973,1.0
0.9200000000000005,2.0,8.819999999999999,1.0,6.689999999999973,1.0
0.9400000000000005,2.0,8.769999999999998,5.0,6.679999999999973,5.0
0.9600000000000005,2.0,8.759999999999998,5.0,6.629999999999973,5.0
0.9800000000000005,2.0,8.709999999999997,1.0,6.6199999999999735,1.0
1.0000000000000004,2.0,8.699999999999998,1.0,6.569999999999974,1.0
1.0200000000000005,2.0,8.649999999999997,5.0,6.559999999999974,5.0
1.0400000000000005,2.0,8.639999999999997,5.0,6.509999999999974,5.0
1.0600000000000005,2.0,8.589999999999996,1.0,6.499999999999974,1.0
1.0800000000000005,2.0,8.579999999999997,1.0,6.449999999999974,1.0
1.1000000000000005,2.0,8.529999999999996,5.0,6.439999999999975,5.0
1.1200000000000006,2.0,8.519999999999996,5.0,6.389999999999975,5.0
1.1400000000000006,2.0,8.469999999999995,1.0,6.379999999999975,1.0
1.1600000000000006,2.0,8.459999999999996,1.0,6.329999999999975,1.0
1.1800000000000006,2.0,8.409999999999995,5.0,6.319999999999975,5.0
1.2000000000000006,2.0,8.399999999999995,5.0,6.269999999999976,5.0
1.2200000000000006,2.0,8.349999999999994,1.0,6.259999999999976,1.0
1.2400000000000007,2.0,8.339999999999995,1.0,6.209999999999976,1.0
1.2600000000000007,2.0,8.289999999999994,5.0,6.199999999999976,5.0
1.2800000000000007,2.0,8.279999999999994,5.0,6.149999999999976,5.0
1.3000000000000007,2.0,8.229999999999993,1.0,6.139999999999977,1.0
1.3200000000000007,2.0,8.219999999999994,1.0,6.089999999999977,1.0
1.3400000000000007,2.0,8.169999999999993,5.0,6.079999999999977,5.0
1.3600000000000008,2.0,8.159999999999993,5.0,6.029999999999977,5.0
1.3800000000000008,2.0,8.109999999999992,1.0,6.019999999999977,1.0
1.4000000000000008,2.0,8.099999999999993,1.0,5.9699999999999775,1.0
1.4200000000000008,2.0,8.049999999999992,5.0,5.959999999999978,5.0
1.4400000000000008,2.0,8.039999999999992,5.0,5.909999999999978,5.0
1.4600000000000009,2.0,7.989999999999992,1.0,5.899999999999978,1.0
1.4800000000000009,2.0,7.979999999999992,1.0,5.849999999999978,1.0
1.5000000000000009,2.0,7.929999999999993,5.0,5.8399999999999785,5.0
1.520000000000001,2.0,7.919999999999993,5.0,5.789999999999979,5.0
1.540000000000001,2.0,7.869999999999993,1.0,5.779999999999979,1.0
1.560000000000001,2.0,7.859999999999993,1.0,5.729999999999979,1.0
1.580000000000001,2.0,7.809999999999993,5.0,5.719999999999979,5.0
1.600000000000001,2.0,7.799999999999994,5.0,5.6699999999999795,5.0
1.620000000000001,2.0,7.749999999999994,1.0,5.65999999999998,1.0
1.640000000000001,2.0,7.739999999999994,1.0,5.60999999999998,1.0
1.660000000000001,2.0,7.689999999999994,5.0,5.59999999999998,5.0
1.680000000000001,2.0,7.679999999999994,5.0,5.54999999999998,5.0
1.700000000000001,2.0,7.629999999999995,1.0,5.5399999999999805,1.0
1.720000000000001,2.0,7.619999999999995,1.0,5.489999999999981,1.0
1.740000000000001,2.0,7.569999999999995,5.0,5.479999999999981,5.0
1.7600000000000011,2.0,7.559999999999995,5.0,5.429999999999981,5.0
1.7800000000000011,2.0,7.509999999999995,1.0,5.419999999999981,1.0
1.8000000000000012,2.0,7.499999999999996,1.0,5.3699999999999815,1.0
1.8200000000000012,2.0,7.449999999999996,5.0,5.359999999999982,5.0
1.8400000000000012,2.0,7.439999999999996,5.0,5.309999999999982,5.0
1.8600000000000012,2.0,7.389999999999996,1.0,5.299999999999982,1.0
1.8800000000000012,2.0,7.379999999999996,1.0,5.249999999999982,1.0
1.9000000000000012,2.0,7.3299999999999965,5.0,5.2399999999999824,5.0
1.9200000000000013,2.0,7.319999999999997,5.0,5.189999999999983,5.0
1.9400000000000013,2.0,7.269999999999997,1.0,5.179999999999983,1.0
1.9600000000000013,2.0,7.259999999999997,1.0,5.129999999999983,1.0
1.9800000000000013,2.0,7.209999999999997,5.0,5.119999999999983,5.0
2.0000000000000013,2.0,7.1999999999999975,5.0,5.069999999999983,5.0
2.0200000000000014,2.0,7.149999999999998,1.0,5.059999999999984,1.0
2.0400000000000014,2.0,7.139999999999998,1.0,5.009999999999984,1.0
2.0600000000000014,2.0,7.089999999999998,5.0,4.999999999999984,5.0
2.0800000000000014,2.0,7.079999999999998,5.0,4.949999999999984,5.0
2.1000000000000014,2.0,7.0299999999999985,1.0,4.939999999999984,1.0
2.1200000000000014,2.0,7.019999999999999,1.0,4.889999999999985,1.0
2.1400000000000015,2.0,6.969999999999999,5.0,4.879999999999985,5.0
2.1600000000000015,2.0,6.959999999999999,5.0,4.829999999999985,5.0
2.1800000000000015,2.0,6.909999999999999,1.0,4.819999999999985,1.0
2.2000000000000015,2.0,6.8999999999999995,1.0,4.769999999999985,1.0
2.2200000000000015,2.0,6.85,5.0,4.759999999999986,5.0
2.2400000000000015,2.0,6.84,5.0,4.709999999999986,5.0
2.2600000000000016,2.0,6.79,1.0,4.699999999999986,1.0
2.2800000000000016,2.0,6.78,1.0,4.649999999999986,1.0
2.3000000000000016,2.0,6.73,5.0,4.639999999999986,5.0
2.3200000000000016,2.0,6.720000000000001,5.0,4.5899999999999865,5.0
2.3400000000000016,2.0,6.670000000000001,1.0,4.579999999999987,1.0
2.3600000000000017,2.0,6.660000000000001,1.0,4.529999999999987,1.0
2.3800000000000017,2.0,6.610000000000001,5.0,4.519999999999987,5.0
2.4000000000000017,2.0,6.600000000000001,5.0,4.469999999999987,5.0
2.4200000000000017,2.0,6.550000000000002,1.0,4.4599999999999875,1.0
2.4400000000000017,2.0,6.540000000000002,1.0,4.409999999999988,1.0
2.4600000000000017,2.0,6.490000000000002,5.0,4.399999999999988,5.0
2.4800000000000018,2.0,6.480000000000002,5.0,4.349999999999988,5.0
2.5000000000000018,2.0,6.430000000000002,1.0,4.339999999999988,1.0
2.520000000000002,2.0,6.420000000000003,1.0,4.2899999999999885,1.0
2.540000000000002,2.0,6.370000000000003,5.0,4.279999999999989,5.0
2.560000000000002,2.0,6.360000000000003,5.0,4.229999999999989,5.0
2.580000000000002,2.0,6.310000000000003,1.0,4.219999999999989,1.0
2.600000000000002,2.0,6.300000000000003,1.0,4.169999999999989,1.0
2.620000000000002,2.0,6.2500000000000036,5.0,4.1599999999999895,5.0
2.640000000000002,2.0,6.240000000000004,5.0,4.10999999999999,5.0
2.660000000000002,2.0,6.190000000000004,1.0,4.09999999999999,1.0
2.680000000000002,2.0,6.180000000000004,1.0,4.04999999999999,1.0
2.700000000000002,2.0,6.130000000000004,5.0,4.03999999999999,5.0
2.720000000000002,2.0,6.1200000000000045,5.0,3.9899999999999904,5.0
2.740000000000002,2.0,6.070000000000005,1.0,3.9799999999999907,1.0
2.760000000000002,2.0,6.060000000000005,1.0,3.929999999999991,1.0
2.780000000000002,2.0,6.010000000000005,5.0,3.919999999999991,5.0
2.800000000000002,2.0,6.000000000000005,5.0,3.8699999999999912,5.0
2.820000000000002,2.0,5.9500000000000055,1.0,3.8599999999999914,1.0
2.840000000000002,2.0,5.940000000000006,1.0,3.8099999999999916,1.0
2.860000000000002,2.0,5.890000000000006,5.0,3.799999999999992,5.0
2.8100000000000023,2.0,5.880000000000006,5.0,3.819999999999992,5.0
2.8000000000000025,2.0,5.900000000000006,1.0,3.769999999999992,1.0
2.7900000000000027,2.0,5.850000000000006,1.0,3.789999999999992,1.0
2.740000000000003,-5.0,5.870000000000005,5.0,3.7799999999999923,5.0
2.690000000000003,-5.0,5.860000000000006,5.0,3.7999999999999923,5.0
2.6400000000000032,-1.0,5.880000000000005,1.0,3.7899999999999925,1.0
2.5900000000000034,-1.0,5.870000000000005,1.0,3.8099999999999925,1.0
2.5400000000000036,-1.0,5.890000000000005,5.0,3.7999999999999927,5.0
2.4900000000000038,-5.0,5.880000000000005,5.0,3.8199999999999927,5.0
2.440000000000004,-5.0,5.900000000000005,1.0,3.809999999999993,1.0
2.390000000000004,-5.0,5.890000000000005,1.0,3.829999999999993,1.0
2.3400000000000043,-5.0,5.910000000000005,5.0,3.819999999999993,5.0
2.2900000000000045,-5.0,5.900000000000005,5.0,3.839999999999993,5.0
2.2400000000000047,-5.0,5.920000000000004,1.0,3.8299999999999934,1.0
2.190000000000005,-5.0,5.910000000000005,1.0,3.8499999999999934,1.0
2.140000000000005,-5.0,5.930000000000004,5.0,3.8399999999999936,5.0
2.090000000000005,-5.0,5.920000000000004,5.0,3.8599999999999937,5.0
2.0400000000000054,-5.0,5.940000000000004,1.0,3.849999999999994,1.0
1.9900000000000053,-5.0,5.930000000000004,1.0,3.869999999999994,1.0
1.9400000000000053,-5.0,5.950000000000004,5.0,3.859999999999994,5.0
1.8900000000000052,-5.0,5.940000000000004,5.0,3.879999999999994,5.0
1.8400000000000052,-5.0,5.9600000000000035,1.0,3.8699999999999943,1.0
1.7900000000000051,-5.0,5.950000000000004,1.0,3.8899999999999944,1.0
1.740000000000005,-5.0,5.970000000000003,5.0,3.8799999999999946,5.0
1.690000000000005,-5.0,5.9600000000000035,5.0,3.8999999999999946,5.0
1.640000000000005,-5.0,5.980000000000003,1.0,3.889999999999995,1.0
1.590000000000005,-5.0,5.970000000000003,1.0,3.909999999999995,1.0
1.540000000000005,-5.0,5.990000000000003,5.0,3.899999999999995,5.0
1.4900000000000049,-5.0,5.980000000000003,5.0,3.919999999999995,5.0
1.4400000000000048,-5.0,6.000000000000003,1.0,3.9099999999999953,1.0
1.3900000000000048,-5.0,5.990000000000003,1.0,3.9299999999999953,1.0
1.3400000000000047,-5.0,6.0100000000000025,5.0,3.9199999999999955,5.0
1.2900000000000047,-5.0,6.000000000000003,5.0,3.9399999999999955,5.0
1.2400000000000047,-5.0,6.020000000000002,1.0,3.9299999999999957,1.0
1.1900000000000046,-5.0,6.0100000000000025,1.0,3.9499999999999957,1.0
1.1400000000000046,-5.0,6.030000000000002,5.0,3.939999999999996,5.0
1.0900000000000045,-5.0,6.020000000000002,5.0,3.959999999999996,5.0
1.0400000000000045,-5.0,6.040000000000002,1.0,3.949999999999996,1.0
0.9900000000000044,-5.0,6.030000000000002,1.0,3.969999999999996,1.0
0.9400000000000044,-5.0,6.050000000000002,5.0,3.9599999999999964,5.0
0.8900000000000043,-5.0,6.040000000000002,5.0,3.9799999999999964,5.0
0.8400000000000043,-5.0,6.060000000000001,1.0,3.9699999999999966,1.0
